text	is_ambiguous	disambiguations	ambig_status
Your boss is a funny man.	1	['Your boss is a person who is humorous, Your boss is a person who is employed in a humorous or playful manner.']	1
A funny man is your boss.	1	['A funny man (a person known for being humorous) is your boss, A funny (amusing or comical) man is your boss.']	1
Boss funny is man your.	1	['The sentence can be interpreted as ']	0
Your boss is a funny can.	1	['Your boss is a humorous person, Your boss is a container for food (a can) named funny.']	0
Your boss is a funky man.	1	['Your boss is a person who enjoys funky music, Your boss is a person who is unusual or quirky in their behavior or style.']	1
Your floss is a funny man.	1	['Your dental floss is a humorous person, or Your floss (a type of thread) is a man with a quirky sense of humor.']	0
Your floss is a sunny can.	1	['Your floss is a can of dental floss that is sunny in color, such as a bright yellow or orange.', 'Your floss is a container, such as a tin or metal can, that holds a sunny substance like a type of food or condiment.']	0
Your principal is a funny man.	1	['Your principal (headmaster or head teacher) is a funny man, or Your principal (the most important person in a school) is a funny man.']	1
Your boss is a humorous man.	1	['Your boss is a person who enjoys humor, Your boss has a humorous personality.']	0
Your boss is a funny person.	1	['Your boss is a funny person, meaning either (1) your boss has a good sense of humor or (2) your boss is a humorous or amusing person in general, or Your boss is a funny person, meaning your boss is a comedian or entertainer.']	1
Your chief is a humorous person.	1	['Your chief is a humorous person, meaning your chief has a sense of humor; Your chief is the humorous person, meaning the person who is in charge is also the one who is funny.']	0
Your boss is a happy man.	0	[]	0
Your rainbow is a funny man.	1	['Your rainbow is a humorous phenomenon (a figurative interpretation), Your rainbow is a person named Rainbow who is also a comedian (a literal interpretation)!']	0
Your boss is a five man.	1	['Your boss is a five-man team', 'Your boss is a person who is five men tall']	0
Your boss is a bunny van.	1	"[""Your boss is an animal (a bunny) that drives a van, Your boss owns or operates a vehicle (a van) called 'bunny van'.""]"	0
The speaker is at the front of the room.	1	['The speaker is physically in front of the room, i.e., at the entrance or near the podium; The speaker is speaking from the front of the room, i.e., facing the audience.']	1
At the front of the room is the speaker.	1	['The speaker is standing at the front of the room, The speaker is speaking from the front of the room.']	1
Of the room is the speaker at the front.	1	['Of the room is the speaker at the front, meaning the speaker is physically located at the front of the room; Of the room is the speaker at the front, meaning the speaker is referring to the speaker being the one who is in charge or has control of the room.']	0
The speaker is in front of the broom.	1	"[""The speaker is physically standing in front of a broom, such as a cleaning tool, or The speaker is in front of a broom as in 'a speaker who is a broom'.""]"	1
The reader is at the front of the room.	1	"[""The reader is at the front of the room, referring to the reader's physical location in the room; The reader is reading a book or document at the front of the room, referring to the content being read.""]"	0
The speaker is at the front of the coomb.	1	"[""The speaker is at the front of the comb, The speaker is at the top of the comb's coom (a rare or obsolete word for a hollow or cavity) or coom of a tree (a natural hollow or cavity in a tree trunk) or coom of a boat (a small compartment or cabin)""]"	1
The reader is at the front of the bloom.	1	['The reader is at the front of the book, The reader is at the beginning of the flower bloom.']	1
The speaker is at the front of the chamber.	1	['The speaker is at the front of the chamber, either physically standing at the entrance of the room or at the front of the room in terms of seating arrangement.']	1
The loudspeaker is at the front of the room.	1	['The loudspeaker is located at the front of the room, referring to its physical position.', 'The loudspeaker is speaking at the front of the room, referring to its function as a means of communication.']	0
The lector is at the front of the room.	0	[]	0
The lecturer is at the front of the chamber.	1	['The lecturer is at the front of the room, The lecturer is at the front of a legislative or judicial chamber.']	0
The key is at the front of the room.	1	['The key is at the front of the room, meaning the key is physically located at the front of the room, possibly on a table or hook. The key is at the front of the room, meaning the key to understanding the information or concept being presented is located at the front of the room, possibly on a presentation slide or handout.']	0
The soda is at the front of the room.	0	[]	0
The telescope is at the front of the room.	1	['The telescope is at the front of the room, facing away from the door (i.e., it is positioned in a corner), or The telescope is at the front of the room, facing the door (i.e., it is positioned near the entrance).']	0
The speaker is at the front of the scene.	1	['The speaker is physically located at the front of the scene, such as on a stage or in a meeting room. The speaker is also at the beginning of the scene, such as at the start of a story or a presentation.']	1
He's not very well off.	1	['He is not in good health, He does not have a lot of money or resources.']	1
Not very well off he is.	1	['Not very well off he is, referring to his financial situation, or Not very well off is he, referring to his physical or mental well-being.']	1
Very not he well off is.	1	['Very poor is well off', 'Very not is well off']	0
He's not very cell off.	1	"[""He's not very skilled off"", ""He's not very close off""]"	0
