text	is_ambiguous	disambiguations	ambig_status
The man saw the woman with the telescope.	1	['The man used a telescope to see the woman.', 'The man saw the woman who was holding a telescope.']	1
The woman saw the man with the telescope.	1	['The woman used a telescope to see the man.', 'The woman saw the man who was holding a telescope.']	1
Man with the saw telescope woman the with.	0	[]	0
The man saw the woman with the microscope.	1	['The man used the microscope to see the woman.', 'The man saw the woman who was using a microscope.']	1
The man saw the woman with the monoscope.	1	['The man saw the woman using a monoscope.', 'The man saw the woman with a monoscope (possibly meaning she was in or near a monoscope, which is a device for viewing microscopes).']	1
The man saw the woman with the spyglass.	1	['The man saw the woman using the spyglass.', 'The man saw the woman and had a spyglass.']	1
The man saw the woman with the binoculars.	1	['The man was using the binoculars to see the woman.', 'The man saw the woman who was holding the binoculars.']	1
The man saw the woman with the camera.	1	['The man saw the woman who was holding a camera.', 'The man saw the woman taking pictures with a camera.']	1
The man saw the woman with the phone.	1	['The man saw the woman using the phone.', 'The man saw the woman who was with a phone.']	1
The man saw the woman with the polaroid.	1	['The man saw the woman holding a polaroid camera.', 'The man saw the woman as a subject in a photograph taken with a polaroid camera.']	1
The man saw the woman with the glasses.	1	['The man saw the woman who was wearing glasses.', 'The man saw the woman who was accompanying a person with glasses.']	1
The man saw the woman with the eyepiece.	1	['The man saw the woman wearing an eyepiece.', 'The man saw the woman using an eyepiece.']	1
The man saw the woman with the monocular.	1	['The man saw the woman using a monocular.', 'The man saw the woman with (near or by) a monocular.']	1
The man saw the woman with the dress.	1	['The man saw the woman wearing a dress.', 'The man saw a woman with the dress (as in, near or holding a dress).']	0
The man saw the woman with the book.	1	['The man saw the woman holding a book.', 'The man saw the woman who was a book character or part of a book.']	0
The man saw the woman with the desk.	1	['The man saw the woman who was sitting at the desk.', 'The man saw the woman holding or carrying a desk.']	0
The man saw the woman with the curtains.	1	['The man saw the woman, and she was holding the curtains.', 'The man saw the woman behind the curtains.']	0
The man saw the woman with the box.	1	['The man saw the woman holding a box.', 'The man saw the woman near a box but not necessarily interacting with it.']	0
The man saw the woman with the present.	1	['The man saw the woman who was holding a present.', 'The man saw the woman who was giving a present to someone else.']	0
The man saw the woman with the dophin.	1	['The man saw the woman and she was holding a dolphin.', 'The man saw the woman with a group of dolphins.']	0
The man saw the woman with the suitcase.	1	['The man saw the woman carrying a suitcase.', 'The man saw the woman who was with a suitcase (indicating a relationship or companionship).']	0
The man saw the woman with the gyroscope.	1	['The man saw the woman holding or using a gyroscope.', 'The man saw the woman near or in a place where a gyroscope was present, but she was not necessarily holding or using it.']	0
The man saw the woman with the horoscope.	1	['The man saw the woman holding or carrying a horoscope, like a newspaper or a book.', 'The man saw the woman using or consulting a horoscope for advice or predictions.']	0
