text	is_ambiguous	disambiguations	ambig_status
Your boss is a funny man.	1	['Your boss is a man who is funny in a professional context.', 'Your boss is a man who is funny in a personal or non-professional context.']	1
A funny man is your boss.	1	['Your boss is a man who is known for being funny.', 'Your boss is a man who is considered to be funny in a non-personal sense.']	1
Boss funny is man your.	1	['Boss is a funny man, your.', 'Boss is funny man your.']	0
Your boss is a funny can.	1	['Your boss is a person who is funny', 'Your boss is a container, possibly a food can, that is funny']	0
Your boss is a funky man.	1	['Your boss has a unique or unconventional style or personality.', 'Your boss has a funky, possibly unusual or groovy physical appearance.']	1
Your floss is a funny man.	1	['Your floss is a funny object (a man-shaped floss)', 'Your floss is a funny person']	0
Your floss is a sunny can.	1	['floss is a type of sunny can', 'sunny is a description of the can containing floss']	0
Your principal is a funny man.	1	['The principal (school administrator) is a person who is funny in nature or behavior.', 'The principal (main or most important) aspect or feature is something that is humorous or amusing.']	1
Your boss is a humorous man.	1	['Your boss uses humor in his professional interactions and demeanor.', 'Your boss is a man who is known for his sense of humor.']	0
Your boss is a funny person.	1	['Your boss makes people laugh and find humor in various situations.', 'Your boss is a person who finds humor in various situations, possibly at the expense of others.']	1
Your chief is a humorous person.	1	['Your chief is a person who often tells jokes and finds humor in everyday situations.', 'Your chief is a person who has a sense of humor and can make others laugh.']	0
Your boss is a happy man.	1	['Your boss is a man who is experiencing happiness emotionally.', 'Your boss is a male who is physically producing more happy hormones.']	0
Your rainbow is a funny man.	1	"['A rainbow is an optical phenomenon, and someone is commenting that this particular rainbow looks like a funny man.', ""The phrase 'your rainbow' refers to a person named Rainbow, and this person is described as a funny man.""]"	0
Your boss is a five man.	1	"['Your boss is a group of five men.', ""The title 'boss' is a five-letter word.""]"	0
Your boss is a bunny van.	1	['Your boss drives a van that is decorated like a bunny, ', 'Your boss is a person who is as unpredictable or uncontrollable as a rabbit, specifically referring to a type of van or vehicle they are in.']	0
The speaker is at the front of the room.	1	['The speaker is standing in the front of a physical room.', 'The speaker is in a leading position in a metaphorical sense, such as a presentation or a discussion.']	1
At the front of the room is the speaker.	1	['The speaker is standing in the front of the room.', 'The speaker is located at the front part of the room.']	1
Of the room is the speaker at the front.	1	['The speaker is positioned at the front of the room.', 'Only a portion of the room is at the front, and the speaker is within that portion.']	0
The speaker is in front of the broom.	1	"['The speaker is standing in front of a physical broom.', ""The speaker is giving a speech or talk in front of an audience, metaphorically referred to as a 'broom'.""]"	1
The reader is at the front of the room.	1	['The reader is physically positioned at the front of the room.', 'The reader is metaphorically or symbolically at the front, perhaps leading or being the first to do something in the context of the room.']	0
The speaker is at the front of the coomb.	1	['The speaker is at the front of a vehicle called a coomb.', 'The speaker is at the front of a valley or hollow called a coomb.']	1
The reader is at the front of the bloom.	1	['The reader is positioned at the beginning or earliest stage of the bloom period of a plant.', 'The reader is physically in front of a blooming flower or plant.']	1
The speaker is at the front of the chamber.	1	['The speaker is in the physical front of a building designed for meetings or debates.', 'The speaker holds a position of authority or is leading a discussion in the chamber.']	1
The loudspeaker is at the front of the room.	1	['The loudspeaker is positioned at the front of the room in terms of physical location.', 'The loudspeaker is used to address or broadcast to the front of the room in terms of audience focus.']	0
The lector is at the front of the room.	1	['The lector is standing in the foremost position of the room.', 'The lector is someone who is reading something at the front of the room.']	0
The lecturer is at the front of the chamber.	1	['The lecturer is standing in the foremost part of the chamber.', 'The lecturer is metaphorically at the forefront of the discussion or presentation in the chamber.']	0
The key is at the front of the room.	1	['The key is physically located at the front of the room.', 'The key is mentioned or available at the front of the room in a figurative sense, possibly referring to information or access.']	0
The soda is at the front of the room.	1	['The soda is located at the front of the classroom or meeting room.', 'The soda is positioned at the front of a storage area or fridge.']	0
The telescope is at the front of the room.	1	['The telescope is mounted or placed at the front of the room, indicating its physical location.', 'The telescope is focused on or pointed towards objects at the front of the room, indicating its direction of observation.']	0
The speaker is at the front of the scene.	1	['The speaker is physically positioned at the front of a physical scene.', 'The speaker is metaphorically or figuratively at the front of a scene or situation.']	1
He's not very well off.	1	['He is not financially well off.', 'He is not physically well off.']	1
Not very well off he is.	1	['Not very financially well off he is.', 'Not very well off in general he is.']	1
Very not he well off is.	1	['He is not very well off.', 'Very well he is not off.']	0
He's not very cell off.	1	['He is not very capable in his job or role.', 'He does not have a cell phone or mobile device.']	0
He is not verry tell off.	1	['He is not very vigilant.', 'He is not very tall.']	0
He is not verry bell off.	1	['He is not very well off.', 'He is not very bell off.']	0
He is not verry fell off.	1	['He is not very fell off the horse.', 'He is not very well off financially.']	0
The man is not very well off.	1	['The man is not financially well off.', 'The man is not physically well off.']	1
He is not verry wealthy.	1	"['He is not very wealthy, meaning he has little money or assets.', ""He is not very wealthy, possibly a misspelling of 'very', meaning he is wealthy but not to the extent of being very wealthy.""]"	0
He is not verry rich.	1	"['He is not very rich, meaning he has a small amount of money.', ""He is not very rich, potentially a misspelling of 'very', meaning he is not extremely rich.""]"	0
She's not very well off.	1	['She is not financially stable or wealthy.', 'She is not physically well or in good health.']	1
He's not very telescope off.	0	[]	0
He's not very elephant off.	1	['He is not very good at elephant polo.', 'He is not very large or similar to an elephant.']	0
He's not very pyjamas off.	1	['He is not very good at taking off his pajamas.', 'He is not often seen without his pajamas.']	0
He's not very cat food.	1	['He does not like cat food.', 'He is not a very cat food type of person or thing.']	0
John and Anna are married.	0	[]	1
Anna and John are married.	0	[]	1
Married John are Anna.	1	['Anna is married to John.', 'John is married and Anna is his spouse.']	0
Bonn and Hannah are married.	0	[]	1
Ron and Anna are married.	0	[]	1
John and Anna are carried.	1	['John and Anna are being physically carried by someone else.', 'John and Anna are floating or being moved through water or another medium like air (e.g., in a hot air balloon).']	0
John and Anna are varied.	1	['John and Anna have diverse personalities or interests.', 'John and Anna are different in some way, possibly in their characteristics or roles.']	0
The man and the woman are married.	0	[]	1
Stephan and Daniel are married.	0	[]	1
John and Anna are engaged.	0	[]	1
Ron and Myrthe are engaged.	1	['Ron and Myrthe are engaged in a business partnership.', 'Ron and Myrthe are engaged to be married.']	1
John and Anna are happy.	0	[]	0
John and Anna are babies.	1	['John and Anna are newborn infants.', 'John and Anna are adults who are pretending to be babies.']	0
Telescope and Anna are married.	1	['Telescope is a name or nickname for a person, likely a man, who is married to Anna.', 'Telescope is a tool or instrument and the sentence is stating that it is used or owned by Anna or a person named Anna.']	0
John and telescope are married.	0	[]	0
It is my belief that the earth is round.	0	[]	1
That the earth is round is my belief.	1	['The speaker believes in the scientific fact that the Earth is round.', 'The speaker is expressing a personal belief, which may or may not align with the scientific consensus on the shape of the Earth.']	1
Is earth my belief that round the.	1	['Earth is my belief that the planet is round.', 'Earth is my belief that something is round.']	0
