text	is_ambiguous	disambiguations	ambig_status
The man saw the woman with the telescope.	1	['The man saw the woman who was using the telescope, The man saw the woman looking through the telescope with the telescope.']	1
The woman saw the man with the telescope.	1	['The woman saw the man who was using the telescope, The woman saw the man with the telescope in her possession.']	1
Man with the saw telescope woman the with.	1	['Man is using a telescope to look at a woman with something, Man is a woman who is using a telescope with someone else.']	0
The man saw the woman with the microscope.	1	['The man saw the woman who was using the microscope, The man saw the woman looking at the woman through the microscope.']	1
The man saw the woman with the monoscope.	1	['The man saw the woman using a monoscope (a device used for observing small objects), The man saw the woman with a monoscope (a type of telescope used for observing distant objects)']	1
The man saw the woman with the spyglass.	1	['The man saw the woman using a spyglass to observe something, or The man saw a woman who was a spy, using a spyglass to observe something.']	1
The man saw the woman with the binoculars.	1	['The man saw the woman who was using the binoculars, The man saw the woman with the binoculars, which is in her possession.']	1
The man saw the woman with the camera.	1	['The man saw the woman who was holding the camera, The man saw the woman taking a picture with the camera']	1
The man saw the woman with the phone.	1	['The man saw the woman who was using a phone, The man saw a woman with a phone in her hand.']	1
The man saw the woman with the polaroid.	1	['The man saw the woman while holding a Polaroid camera, The man saw a Polaroid photograph of the woman.']	1
The man saw the woman with the glasses.	1	['The man saw a woman who was wearing glasses, The man saw a woman who was accompanied by someone wearing glasses.']	1
The man saw the woman with the eyepiece.	1	['The man saw the woman who was wearing an eyepiece, The man saw the woman with a telescope or other optical instrument and looked through the eyepiece.']	1
The man saw the woman with the monocular.	1	['The man saw the woman who was using a monocular (a type of telescope), with the woman', 'The man saw the woman who had a monocular (a type of eyeglass)']	1
The man saw the woman with the dress.	1	['The man saw the woman who was wearing the dress, The man saw a woman with a dress accompanying her.']	0
The man saw the woman with the book.	1	['The man saw the woman who was holding the book, The man saw the woman reading the book']	0
The man saw the woman with the desk.	1	['The man saw the woman who was sitting at the desk, The man saw the woman holding the desk.']	0
The man saw the woman with the curtains.	1	['The man saw the woman who was standing behind the curtains, The man saw the woman holding or looking at the curtains.']	0
The man saw the woman with the box.	1	['The man saw the woman who was carrying the box, The man saw the woman and the box together, at the same location.']	0
The man saw the woman with the present.	1	['The man saw the woman who had the present, The man saw the woman with a present.']	0
The man saw the woman with the dophin.	1	['The man saw the woman with a dolphin, The man saw a woman with a dolphin.']	0
The man saw the woman with the suitcase.	1	['The man saw the woman who was carrying the suitcase, The man saw the woman with the suitcase, which was hers.']	0
The man saw the woman with the gyroscope.	1	['The man saw the woman who was holding a gyroscope, The man saw the woman and also saw a gyroscope.']	0
The man saw the woman with the horoscope.	1	['The man saw the woman who had a horoscope (e.g., a zodiac sign or astrological chart), or The man saw the woman carrying a horoscope (e.g., a newspaper or magazine) with her.']	0
The scientist saw the woman with the telescope.	1	['The scientist saw the woman using the telescope, The scientist saw the woman who was looking through the telescope.']	1
The guy saw the woman with the telescope.	1	['The guy saw the woman who was using the telescope, The guy saw a woman with a telescope that he was looking at.']	1
John saw the woman with the telescope.	1	['John saw a woman who was using a telescope, John saw a woman who was looking at something through a telescope he was holding.']	1
Alex saw the woman with the telescope	1	['Alex saw a woman who was using a telescope, Alex saw a woman who was looking at something through a telescope that Alex was holding or nearby.']	1
Mary saw the woman with the telescope.	1	['Mary saw a woman who was using a telescope, Mary saw a woman who had a telescope.']	1
Jenny saw the woman with the telescope.	1	['Jenny saw a woman who was using a telescope, Jenny saw a woman who had a telescope.']	1
The nurse saw the woman with the telescope.	1	['The nurse saw the woman who was using a telescope, The nurse saw the woman looking at something through a telescope with the telescope.']	1
The detective saw the woman with the telescope.	1	['The detective saw a woman who was using a telescope, The detective saw a woman who was with someone or something that had a telescope.']	1
The child saw the woman with the telescope.	1	['The child saw a woman who was using a telescope, The child saw a woman who was being looked at through a telescope.']	1
The student saw the woman with the telescope.	1	['The student saw a woman who was using a telescope, The student saw a woman who was being looked at through a telescope.']	1
The teacher saw the woman with the telescope.	1	['The teacher saw a woman who was using a telescope, The teacher saw a woman who was being looked at through a telescope.']	1
The woman saw the woman with the telescope.	1	['The woman saw a woman who was using a telescope, The woman saw a woman who was looking at something through a telescope.']	1
The girl saw the woman with the telescope.	1	['The girl saw a woman who was using a telescope, The girl saw a woman who was being looked at through a telescope.']	1
The boy saw the woman with the telescope.	1	['The boy saw a woman who was using a telescope, The boy saw a woman who was being looked at through a telescope.']	1
The mother saw the woman with the telescope.	1	['The mother saw a woman who was using a telescope, The mother saw a woman who was with someone using a telescope.']	1
The father saw the woman with the telescope.	1	['The father saw a woman who was using a telescope, or The father saw a woman who was the one using the telescope.']	1
The artist saw the woman with the telescope.	1	['The artist saw a woman who was using a telescope, The artist saw a woman who was being looked at through a telescope.']	1
The explorer saw the woman with the telescope.	1	['The explorer saw a woman who was using a telescope, The explorer saw a woman who was being looked at through a telescope']	1
The king saw the woman with the telescope.	1	['The king saw a woman who was using a telescope, The king saw a woman who was being observed through a telescope.']	1
The queen saw the woman with the telescope.	1	['The queen saw the woman who was using the telescope, The queen saw a woman with a telescope that the queen saw.']	1
The weather saw the woman with the telescope.	1	"[""The weather (the atmospheric conditions) observed the woman using a telescope, The weather (a person's mood or disposition) was affected by the woman who was using a telescope.""]"	0
The window saw the woman with the telescope.	1	['The window had a telescope and the woman was seen through it, The woman was using a telescope to look at the window.']	0
The ocean saw the woman with the telescope.	1	['The ocean observed the woman using a telescope, The ocean was seen by the woman with a telescope.']	0
The alike saw the woman with the telescope.	1	['The alike (people) saw the woman with the telescope, The alike (similar) saw the woman with the telescope.']	0
The plant saw the woman with the telescope.	1	['The plant, as a living organism, saw the woman with the telescope (e.g., with its leaves or stems), / The plant, as a piece of equipment, was used by the woman to see something with the telescope (e.g., a plant species)']	0
The break saw the woman with the telescope.	1	['The break in the wall saw the woman with the telescope, The break of day saw the woman with the telescope']	0
The vase saw the woman with the telescope.	1	['The vase was being used as a telescope and saw the woman, The vase was sitting somewhere and the woman was using a telescope to see something else.']	0
The blue saw the woman with the telescope.	1	['The blue color saw the woman with the telescope, The blue saw (a tool) the woman who was using the telescope.']	0
