text	is_ambiguous	disambiguations	ambig_status
Your boss is a funny man.	1	['Your boss tells jokes and finds humor in various situations.', 'Your boss is a man who happens to be a funny person.']	1
A funny man is your boss.	1	['A man who is known for being humorous is your superior at work.', 'A man who is considered to be funny is in charge of you at your workplace.']	1
Boss funny is man your.	0	[]	0
Your boss is a funny can.	1	['Your boss has a sense of humor and can make people laugh.', 'Your boss is a container, specifically a can, that is filled with humor or funny people.']	0
Your boss is a funky man.	1	['Your boss has a unique, unconventional style or personality.', 'Your boss has a funky, possibly unusual or groovy smell or appearance.']	1
Your floss is a funny man.	1	['Your floss is a humorous person.', 'The way you floss is unusual or different from what is considered normal.']	0
Your floss is a sunny can.	1	['Your floss is a sunny object or substance contained within a can.', 'Your floss is a person named Sunny who is contained within a can.']	0
Your principal is a funny man.	1	['The principal (school administrator) is a person who is humorous or amusing.', 'The principal (most important) is a person who is serious or not secondary.']	1
Your boss is a humorous man.	1	['Your boss uses humor in a professional context.', 'Your boss is a man who is humorous in personality.']	0
Your boss is a funny person.	1	['Your boss makes people laugh and find humor in situations.', 'Your boss is humorous in a sarcastic or ironic way that not everyone finds amusing.']	1
Your chief is a humorous person.	1	['Your chief tells jokes and finds humor in everyday situations.', 'Your chief is a person who is humorous in nature or demeanor.']	0
Your boss is a happy man.	1	['Your boss is a man who is happy with his job or personal life.', 'Your boss is a man who is happy because he has just received some good news or accomplished something significant.']	0
Your rainbow is a funny man.	1	"[""'Your' refers to a specific person and 'rainbow' is a metaphor for their personality, suggesting that their personality is a funny man."", ""'rainbow' refers to a literal rainbow, and 'funny man' is a description of a person who is standing or located within the rainbow.""]"	0
Your boss is a five man.	1	['Your boss is a group of five men.', 'Your boss is a man who is five feet tall.']	0
Your boss is a bunny van.	1	['Your boss drives a van that is decorated to look like a bunny, ', 'Your boss is a person who is part bunny and part van, ']	0
The speaker is at the front of the room.	1	['The speaker is standing at the front of a physical room.', 'The speaker is in the lead position of a group or organization.']	1
At the front of the room is the speaker.	1	['The speaker is standing at the front of the room.', 'The front of the room is a visual indicator of where the speaker is located, but the speaker is not necessarily standing there.']	1
Of the room is the speaker at the front.	1	"['The speaker is at the front of the room.', ""There is a room, but the speaker's position is not specified in relation to the room.""]"	0
The speaker is in front of the broom.	1	['The speaker is standing in front of a physical broom.', 'The speaker is in front of a place or object that is metaphorically referred to as a broom.']	1
The reader is at the front of the room.	1	['The reader is standing in the front part of the room.', 'The reader is in the front row of the room.']	0
The speaker is at the front of the coomb.	1	['The speaker is at the front of a coomb (a type of Australian farming implement).', 'The speaker is at the front of a coomb (a type of valley or hollow).']	1
The reader is at the front of the bloom.	1	"[""The reader is located in the leading position of a growing plant's bloom."", 'The reader is positioned in the beginning or start of a process or event related to the bloom.']"	1
The speaker is at the front of the chamber.	1	['The speaker is standing at the front of a physical chamber, such as a room or hall.', 'The speaker is positioned at the front of a metaphorical chamber, such as in a debate or discussion.']	1
The loudspeaker is at the front of the room.	1	['The loudspeaker is positioned at the front of a physical room.', 'The loudspeaker is part of a system that is front-loaded or prioritized in a virtual or organizational sense.']	0
The lector is at the front of the room.	1	['The lector is standing in the foremost part of the room.', 'The lector is leading a reading or lecture from the front of the room.']	0
The lecturer is at the front of the chamber.	1	['The lecturer is physically positioned at the front of the chamber.', 'The lecturer is metaphorically or figuratively at the front of the chamber, possibly leading or presenting ideas.']	0
The key is at the front of the room.	1	['The key is located in a place at the front of the room.', 'The key is metaphorically leading or guiding towards the front of the room.']	0
The soda is at the front of the room.	1	['The soda is placed in the front area of the room.', 'The soda is kept in front of a particular object or person in the room.']	0
The telescope is at the front of the room.	1	['The telescope is mounted on a stand at the front of the room.', 'A person or object holding the telescope is positioned at the front of the room.']	0
