text	is_ambiguous	disambiguations	ambig_status
Your boss is a funny man.	1	['Your boss is a person who is humorous, Your boss is a person who is skilled at making jokes or being amusing.']	1
A funny man is your boss.	1	['A funny man (a person known for being humorous) is your boss, A funny (amusing or comical) man is your boss.']	1
Boss funny is man your.	1	"[""The sentence can be interpreted as 'The boss is a funny man, your.' or 'Boss, funny is the man your.' The first interpretation suggests that the boss has a humorous personality, while the second interpretation suggests that the boss is being referred to as a humorous person, possibly in a sarcastic tone.""]"	0
Your boss is a funny can.	1	['Your boss is a humorous person, Your boss is a container filled with food (e.g. a can of beans)']	0
Your boss is a funky man.	1	['Your boss is a person who enjoys funky music/style, Your boss is a person who is strange or unpredictable in their behavior.']	1
Your floss is a funny man.	1	['Your dental floss is a humorous person, or Your dental floss is a peculiar or amusing item.']	0
Your floss is a sunny can.	1	['Your floss is a can of dental floss that is sunny in color, Your floss is a type of plant that is commonly known as a sunny can, which is a type of floss grass.']	0
Your principal is a funny man.	1	['Your principal (headmaster or head teacher) is a funny man, Your principal (a person who is in charge of a company or organization) is a funny man.']	1
Your boss is a humorous man.	0	['']	0
Your boss is a funny person.	1	['Your boss is a person who enjoys humor, Your boss is a person who is humorous (i.e. funny in their behavior or actions) ']	1
Your chief is a humorous person.	1	['Your chief is a person who is humorous, Your chief is a person who is the chief of a humorous group or organization.']	0
Your boss is a happy man.	0	[]	0
Your rainbow is a funny man.	1	"[""Your rainbow is a humorous natural phenomenon (the rainbow), and a person named 'Man' is funny, or 'Your rainbow' is a nickname for a person named 'Funny Man'.""]"	0
Your boss is a five man.	1	['Your boss is a five-man team', 'Your boss is a person who is five men tall']	0
Your boss is a bunny van.	1	['Your boss is a bunny, Your boss is a van driven by a bunny.']	0
The speaker is at the front of the room.	1	['The speaker is standing at the front of the room, The speaker is speaking at the front of the room.']	1
At the front of the room is the speaker.	0	[]	1
Of the room is the speaker at the front.	1	"[""Of the room, the speaker is at the front; Of the room, the front is the speaker's location.""]"	0
The speaker is in front of the broom.	1	['The speaker is physically standing in front of a broom, The speaker is speaking about being in front of a broom (e.g. using it to clean) or is a speaker who is a broom (e.g. a puppet or a mascot) in a performance or event.']	1
The reader is at the front of the room.	1	"[""The reader is at the front of the room, referring to the reader's physical location in the room; The reader is reading a book or document that is located at the front of the room.""]"	0
The speaker is at the front of the coomb.	1	['The speaker is at the front of a comb, The speaker is at the top of a cave or a hole (coomb is an old-fashioned word for a cave or a hole)']	1
The reader is at the front of the bloom.	1	"[""The reader is at the front of the book, The reader is at the beginning of the flower's blooming process.""]"	1
The speaker is at the front of the chamber.	1	['The speaker is physically located at the front of the chamber, such as in a physical space like a room or a hall.', 'The speaker is at the front of the chamber in a figurative sense, such as having a position of authority or prominence in a meeting or gathering.']	1
The loudspeaker is at the front of the room.	0	[]	0
The lector is at the front of the room.	0	[]	0
The lecturer is at the front of the chamber.	0	[]	0
The key is at the front of the room.	1	['The key is a physical object located at the front of the room, The key is a solution or answer located at the front of the room.']	0
The soda is at the front of the room.	0	[]	0
The telescope is at the front of the room.	1	['The telescope is physically located at the front of the room, facing the audience or entrance. The telescope is used as a metaphorical or symbolic representation of knowledge or understanding, and is being referred to as being at the forefront or forefront of a particular topic or subject in the room.']	0
The speaker is at the front of the scene.	1	['The speaker is physically located at the front of the scene, such as on a stage or in a room.', 'The speaker is visually prominent or in the foreground of the scene, such as being the main focus of attention.']	1
He's not very well off.	1	"[""He's not very well-off financially, He's not very well in terms of health or physical condition.""]"	1
Not very well off he is.	1	['He is not very well off financially, He is not very well off in terms of his overall well-being or quality of life.']	1
Very not he well off is.	1	['Very poor is well off', 'Very not is well off']	0
He's not very cell off.	1	"[""He's not very skilled or talented (off is an informal way of saying 'bad' or 'unskilled'); He's not very close or near (cell off is a phrase used in some regions to mean 'not very close to' or 'distant') ""]"	0
He is not verry tell off.	1	['He is not very good at telling off, He is not very telling off (i.e. not speaking loudly or clearly) off (i.e. away from something)']	0
He is not verry bell off.	1	"[""He is not very well off, He is not very bell off (assuming 'bell' is a proper noun, e.g. a person's name)""]"	0
He is not verry fell off.	1	['He is not very well off, He is not very fell off (i.e. he is not a type of fish)']	0
The man is not very well off.	1	['The man is not very well off financially', 'The man is not very well in terms of his overall health or well-being']	1
He is not verry wealthy.	1	['He is not very wealthy.', 'He is not a very wealthy person.']	0
He is not verry rich.	1	['He is not very rich', 'He is not very rare']	0
She's not very well off.	1	['She is not in good health, She does not have a lot of money or resources.']	1
He's not very telescope off.	1	"[""He's not very good at using a telescope, He's not a telescope (i.e., he's not an object or a thing) off.""]"	0
