text	is_ambiguous	disambiguations	ambig_status
Your boss is a funny man.	1	['Your boss is a man who is funny in a professional context, meaning he has a good sense of humor that is appropriate for the workplace.', 'Your boss is a man who is funny in a personal context, meaning he tells jokes or has a humorous personality outside of work.']	1
A funny man is your boss.	1	['A man who is known for being humorous is your boss.', 'Your boss is a man who is considered funny in a professional context.']	1
Boss funny is man your.	0	[]	0
Your boss is a funny can.	1	['Your boss is a person who is funny', 'Your boss is a container, possibly a food can, that is stored in a funny manner']	0
Your boss is a funky man.	1	['Your boss has a unique, unconventional style or personality.', 'Your boss has a funky, possibly unusual or groovy musical taste.']	1
Your floss is a funny man.	1	['Your floss is a humorous person.', 'The way you floss is amusing.']	0
Your floss is a sunny can.	1	['Your floss is a sunny object or substance contained within a can.', 'Your floss is a description of a can that is sunny in appearance or mood.']	0
Your principal is a funny man.	1	['The principal (school administrator) is a person who is inherently funny or makes people laugh.', 'The principal (main or most important) aspect or feature is something that is humorous or amusing.']	1
Your boss is a humorous man.	1	['Your boss is a man who makes others laugh.', 'Your boss is a man who finds humor in situations.']	0
Your boss is a funny person.	1	['Your boss makes you laugh or find humor in situations at work.', 'People find your boss to be amusing or entertaining in a personal capacity.']	1
Your chief is a humorous person.	1	['Your chief tells jokes and finds humor in everyday situations.', 'Your chief is easy-going and has a good sense of humor.']	0
Your boss is a happy man.	1	['Your boss is a man who is currently experiencing happiness.', 'Your boss is a male who is a happy person in general.']	0
Your rainbow is a funny man.	1	['Your name is a funny man, and it can be interpreted as a rainbow (a play on words).', 'Your rainbow, a colorful meteorological phenomenon, is a funny man, which is not a common or logical interpretation.']	0
Your boss is a five man.	1	['Your boss is a male individual named Five Man, ', 'Your boss is a group consisting of five men,']	0
Your boss is a bunny van.	1	['Your boss drives a van that is decorated like a bunny, ', 'Your boss is a person who is as unpredictable as a bunny in a van.']	0
The speaker is at the front of the room.	1	['The speaker is physically positioned at the front of the room for a presentation or lecture.', 'The speaker is metaphorically or figuratively at the front of the room, perhaps leading a discussion or being a key figure in a conversation.']	1
At the front of the room is the speaker.	1	['The speaker is physically positioned at the front of the room.', 'The speaker is metaphorically or figuratively at the front of the room, perhaps leading or speaking to the audience from the front.']	1
Of the room is the speaker at the front.	1	['The speaker is at the front of the room.', 'Of the room is a front part.']	0
The speaker is in front of the broom.	1	['The speaker is physically positioned in front of a broom.', 'The speaker is conducting a speech or talk in a location that has a broom in front of them.']	1
The reader is at the front of the room.	1	['The reader is standing in the front section of the room.', 'The reader is positioned at the front of the room in terms of being first or leading in an event or presentation.']	0
The speaker is at the front of the coomb.	1	['The speaker is at the front of a vehicle called a coomb.', 'The speaker is at the front of a hill or steep-sided valley called a coomb.']	1
The reader is at the front of the bloom.	1	['The reader is standing in front of a blooming flower.', 'The reader is ahead in the progress of something that is blooming or developing.']	1
The speaker is at the front of the chamber.	1	['The speaker is physically positioned at the front of a physical chamber, such as a room or hall.', 'The speaker holds a position of authority or leadership in a meeting or discussion within a chamber, such as a legislative chamber.']	1
The loudspeaker is at the front of the room.	1	['The loudspeaker is positioned at the front of the room in terms of location.', 'The loudspeaker is set up to project sound towards the front of the room.']	0
The lector is at the front of the room.	1	['The lector is standing in the foremost part of the room.', 'The lector is leading a reading or lecture from the front of the room.']	0
The lecturer is at the front of the chamber.	1	['The lecturer is standing in the foremost part of the chamber.', 'The lecturer is leading a discussion or lecture from the front of the room.']	0
The key is at the front of the room.	1	['The key is located in a box or on a desk at the front of the room.', 'The key is metaphorically leading or directing towards the front of the room.']	0
The soda is at the front of the room.	1	['The soda is placed in the front section of the room.', 'The front of the room is a display area for soda.']	0
The telescope is at the front of the room.	1	['The telescope is placed at the front of the room for viewing purposes.', 'The telescope is located at the front of the room as a decorative or informational object.']	0
The speaker is at the front of the scene.	1	['The speaker is standing in the front of a physical scene or stage.', 'The speaker is speaking or addressing something or someone that is in the front of a scene or stage.']	1
He's not very well off.	1	['He is not financially well off.', 'He is not physically well off.']	1
Not very well off he is.	1	['Not financially well off he is.', 'Not very well off in terms of social status he is.']	1
Very not he well off is.	1	['He is not very well off.', 'Very not he is well off.']	0
He's not very cell off.	1	['He is not very capable in his job or role.', 'He does not have a cell phone or mobile device.']	0
He is not verry tell off.	1	['He is not very late.', 'He is not very skilled.']	0
He is not verry bell off.	1	['He is not very well off.', 'He is not very bell off.']	0
He is not verry fell off.	1	['He is not very well.', 'He fell off, but he is not verry (which seems to be a misspelling of very).']	0
The man is not very well off.	1	['The man has a low income.', 'The man is not in good health.']	1
He is not verry wealthy.	1	['He is not very wealthy, meaning he is poor or has little money.', 'He is not verry (misspelled very) wealthy, meaning there is a spelling error in the sentence.']	0
He is not verry rich.	1	['He is not very rich in terms of monetary wealth.', 'He is not very rich in terms of social status or importance.']	0
She's not very well off.	1	['She is not financially stable or wealthy.', 'She is not physically well or healthy.']	1
He's not very telescope off.	0	[]	0
He's not very elephant off.	0	[]	0
He's not very pyjamas off.	0	[]	0
He's not very cat food.	1	['He does not consume cat food in significant amounts.', 'He is not a very good quality or brand of cat food.']	0
John and Anna are married.	0	[]	1
Anna and John are married.	0	[]	1
Married John are Anna.	1	['Anna is married to John.', 'John is married, and Anna is his spouse.']	0
Bonn and Hannah are married.	0	[]	1
Ron and Anna are married.	0	[]	1
John and Anna are carried.	1	['John and Anna are being physically carried by someone else.', 'John and Anna are being metaphorically carried, perhaps in a boat or vehicle.']	0
