text	is_ambiguous	disambiguations	ambig_status
The man saw the woman with the telescope.	1	['The man saw a woman who was using a telescope, The man saw a woman who was being observed by a telescope.']	1
The woman saw the man with the telescope.	1	['The woman saw the man who was using the telescope, The woman saw the man with the telescope in her possession.']	1
Man with the saw telescope woman the with.	1	['Man is using a telescope to look at a woman with something, Man is a woman who is using a telescope with something.']	0
The man saw the woman with the microscope.	1	['The man saw the woman who was using the microscope, The man saw the woman looking at the microscope.']	1
The man saw the woman with the monoscope.	1	['The man saw the woman using a monoscope (a device used for observing small objects), The man saw the woman with a monoscope (a device for magnifying objects or a telescope) or The man saw a woman with a monocle (a decorative eyeglass lens)']	1
The man saw the woman with the spyglass.	1	['The man saw the woman using a spyglass to observe something, or The man saw a woman who was a spy, and he used a spyglass to look at her.']	1
The man saw the woman with the binoculars.	1	['The man saw the woman who was using the binoculars, The man saw the woman with the binoculars, meaning she was in possession of them.']	1
The man saw the woman with the camera.	1	['The man saw the woman who was holding a camera, The man saw the woman taking a picture with a camera']	1
The man saw the woman with the phone.	1	['The man saw the woman who was holding the phone, The man saw the woman and then saw the phone.']	1
The man saw the woman with the polaroid.	1	['The man saw the woman who was holding a Polaroid camera, The man saw a picture of the woman taken with a Polaroid camera.']	1
The man saw the woman with the glasses.	1	['The man saw the woman who was wearing glasses, The man saw the woman with the glasses as an accessory or a prop.']	1
The man saw the woman with the eyepiece.	1	['The man saw the woman who was wearing an eyepiece, The man used an eyepiece to look at the woman.']	1
The man saw the woman with the monocular.	1	['The man saw a woman who was using a monocular device to observe something, The man saw a woman with a physical deformity or disability that made one of her eyes appear to be missing or non-functional.']	1
The man saw the woman with the dress.	1	['The man saw the woman wearing the dress, The man saw the woman with someone else wearing the dress.']	0
The man saw the woman with the book.	1	['The man saw the woman who was holding the book, The man saw a woman with a book (the book belongs to the man)']	0
The man saw the woman with the desk.	1	['The man saw the woman standing next to a desk, The man saw a woman who was sitting at a desk.']	0
The man saw the woman with the curtains.	1	['The man saw the woman while she was standing in front of the curtains, The man saw the woman holding or standing behind the curtains.']	0
The man saw the woman with the box.	1	['The man saw the woman who was carrying the box, The man saw the woman with the box as an object she was possessing or handling.']	0
The man saw the woman with the present.	1	['The man saw the woman who had the present, The man saw the woman with a present.']	0
The man saw the woman with the dophin.	1	['The man saw the woman who was with the dolphin, The man saw a woman with a dolphin.']	0
The man saw the woman with the suitcase.	1	['The man saw the woman who was carrying the suitcase, The man saw the woman at the location where the suitcase was located.']	0
The man saw the woman with the gyroscope.	1	['The man saw the woman who was holding a gyroscope, The man saw the woman with a gyroscope as an object or device.']	0
The man saw the woman with the horoscope.	1	['The man saw the woman who had a horoscope (e.g. a birth chart), or The man saw the woman carrying a horoscope (e.g. a newspaper or magazine section)']	0
The scientist saw the woman with the telescope.	1	['The scientist saw a woman who was using a telescope, The scientist saw a woman who was being looked at through a telescope.']	1
