text	is_ambiguous	disambiguations	ambig_status
The man saw the woman with the telescope.	1	['The man saw the woman who was holding the telescope, The man saw the woman through the telescope']	1
The woman saw the man with the telescope.	1	['The woman saw a man who was holding a telescope, The woman saw a man who was being looked at through a telescope.']	1
Man with the saw telescope woman the with.	1	['Man is using a saw to look at a woman through a telescope, Man is a man who has a saw and is looking at a woman with a telescope.']	0
The man saw the woman with the microscope.	1	['The man saw the woman who was using a microscope, The man saw the woman with a microscope that the man himself was using.']	1
The man saw the woman with the monoscope.	1	['The man saw the woman while using a monoscope (a device used for observing small objects), or The man saw the woman with a monoscope (a type of telescope designed for observing distant objects) with the monoscope.']	1
The man saw the woman with the spyglass.	1	['The man saw the woman using a spyglass, The man saw a woman who was a spy with a glass.']	1
The man saw the woman with the binoculars.	1	['The man saw the woman who was using the binoculars, The man saw the woman with the binoculars that the man was holding.']	1
The man saw the woman with the camera.	1	['The man saw the woman who was holding the camera, The man saw the woman while the man was using the camera.']	1
The man saw the woman with the phone.	1	['The man saw the woman who was holding the phone, The man saw the woman and the phone together.']	1
The man saw the woman with the polaroid.	1	['The man saw the woman who had a Polaroid camera, The man saw a picture of the woman taken with a Polaroid camera']	1
The man saw the woman with the glasses.	1	['The man saw the woman who was wearing glasses, The man saw the woman with the glasses on her face.']	1
The man saw the woman with the eyepiece.	1	['The man saw the woman who was wearing an eyepiece, The man saw the woman with an eyepiece that she was using to look at something.']	1
The man saw the woman with the monocular.	1	['The man saw the woman who was using a monocular, The man saw the woman with a monocular, which refers to her.']	1
The man saw the woman with the dress.	1	['The man saw the woman who was wearing the dress, The man saw the woman and the dress.']	0
The man saw the woman with the book.	1	['The man saw the woman who was holding the book, The man saw the woman while she was reading the book.']	0
The man saw the woman with the desk.	1	['The man saw a woman who was sitting at the desk, The man saw a woman with a desk (as in, the woman possessed or carried a desk]']	0
The man saw the woman with the curtains.	1	['The man saw the woman who was standing near the curtains.', 'The man saw the woman holding the curtains.']	0
The man saw the woman with the box.	1	['The man saw the woman who had the box, The man saw the woman while she was holding the box.']	0
The man saw the woman with the present.	1	['The man saw the woman who had the present, The man saw the woman with a present.']	0
The man saw the woman with the dophin.	1	['The man saw the woman who was with the dolphin, The man saw the woman and the dolphin.']	0
The man saw the woman with the suitcase.	1	['The man saw the woman while she was carrying the suitcase, The man saw the woman and then noticed the suitcase she was carrying.']	0
The man saw the woman with the gyroscope.	1	['The man saw the woman who was holding a gyroscope, The man saw the woman while looking at a gyroscope.']	0
The man saw the woman with the horoscope.	1	['The man saw the woman who had a horoscope (e.g. a birth chart or astrological chart), or The man saw the woman with a horoscope (e.g. a sign or symbol indicating her astrological sign) as a accessory or jewelry.']	0
The scientist saw the woman with the telescope.	1	['The scientist was looking at the woman through the telescope, The scientist saw the woman who was using the telescope.']	1
The guy saw the woman with the telescope.	1	['The guy saw the woman who was using the telescope, The guy saw the woman with a telescope.']	1
John saw the woman with the telescope.	1	['John saw a woman who was using a telescope, John saw a woman who was looking at something with a telescope']	1
Alex saw the woman with the telescope	1	"[""Alex saw the woman who was using a telescope, Alex saw the woman with the telescope (as in, accompanying or nearby)'""]"	1
Mary saw the woman with the telescope.	1	['Mary saw a woman who was using a telescope, Mary saw a woman who had a telescope that Mary saw.']	1
Jenny saw the woman with the telescope.	1	['Jenny saw a woman who was using a telescope, Jenny saw a woman who was looking at something with a telescope.']	1
The nurse saw the woman with the telescope.	1	['The nurse saw the woman who was using the telescope, The nurse saw the woman with the telescope, but the telescope was not being used by the woman.']	1
The detective saw the woman with the telescope.	1	['The detective saw a woman who was using a telescope, The detective saw a woman who had a telescope.']	1
The child saw the woman with the telescope.	1	['The child saw a woman who was using a telescope, The child saw a woman who was being looked at through a telescope.']	1
The student saw the woman with the telescope.	1	['The student saw a woman who was using a telescope, The student saw a woman who was looking at something through a telescope']	1
The teacher saw the woman with the telescope.	1	['The teacher saw the woman who was using the telescope, The teacher saw a woman with a telescope that the teacher was looking at.']	1
The woman saw the woman with the telescope.	1	['The woman saw a woman who was using a telescope, The woman saw a woman who was looking at something through a telescope.']	1
The girl saw the woman with the telescope.	1	['The girl saw the woman who was using the telescope, The girl saw the woman with whom she was using the telescope.']	1
The boy saw the woman with the telescope.	1	['The boy saw a woman who was using a telescope, The boy saw a woman who was looking at something through a telescope that the boy saw.']	1
The mother saw the woman with the telescope.	1	['The mother saw a woman who was using a telescope, The mother saw a woman who was being looked at by someone using a telescope.']	1
The father saw the woman with the telescope.	1	['The father saw a woman who was using a telescope, The father saw a woman who was the subject of his observation through the telescope.']	1
The artist saw the woman with the telescope.	1	['The artist saw a woman who was holding or using a telescope, The artist saw a woman who was being looked at or observed through a telescope.']	1
The explorer saw the woman with the telescope.	1	['The explorer saw a woman who was using a telescope, The explorer saw a woman with a telescope, but the explorer was not necessarily looking through it.']	1
The king saw the woman with the telescope.	1	['The king saw a woman who was using a telescope, The king saw a woman with a telescope that he was using.']	1
The queen saw the woman with the telescope.	1	['The queen saw a woman who was using a telescope, The queen saw a woman who was being described as having a telescope.']	1
The weather saw the woman with the telescope.	1	['The weather observed the woman using a telescope, The weather was seen by the woman with a telescope.']	0
The window saw the woman with the telescope.	1	['The window, which is an inanimate object, saw the woman with the telescope, implying that the window has the ability to see. / The person using the telescope saw the woman, and the window was simply a bystander.']	0
The ocean saw the woman with the telescope.	1	['The ocean was observed by the woman using the telescope, The ocean, as a metaphor, had a perspective or insight into the woman with the telescope.']	0
The alike saw the woman with the telescope.	1	['The alike saw the woman with the telescope, meaning a group of people with similar characteristics saw a woman who was holding a telescope.']	0
The plant saw the woman with the telescope.	1	['The plant, which is capable of perceiving its environment, saw the woman with the telescope; The plant, which is an object, was seen by the woman using the telescope.']	0
The break saw the woman with the telescope.	1	['The break in the telescope saw the woman, The woman saw something with the telescope during a break.']	0
