text	is_ambiguous	disambiguations	ambig_status
Your boss is a funny man.	True	['Your boss is a person who is humorous, Your boss is a man who has a sense of humor about being a boss.']	1
A funny man is your boss.	True	['A funny man (a person with a humorous personality) is your boss, A funny man (a comedian) is your boss.']	1
Boss funny is man your.	True	['Boss a funny man is, Boss is a funny man your.']	0
Your boss is a funny can.	True	['Your boss is a funny person, Your boss is a container of food (e.g. a can of beans)']	0
Your boss is a funky man.	True	['Your boss is a person who enjoys funky music, Your boss has an unusual or quirky personality.']	1
Your floss is a funny man.	True	['Your floss is a funny man, referring to a person named Floss who is known for being humorous; Your floss is a funny man, referring to dental floss that is used for oral hygiene and is somehow amusing.']	0
Your floss is a sunny can.	True	['Your floss is a sunny day in a can, Your floss is a type of floss that is yellow or golden in color.']	0
Your principal is a funny man.	True	['Your principal (headmaster/headmistress) is a funny man, Your principal (the most important person) is a funny man.']	1
Your boss is a humorous man.	True	['Your boss is a humorous man, meaning your boss has a sense of humor; Your boss is a man who is humorous, meaning your boss is a comedian or entertainer.']	0
Your boss is a funny person.	True	['Your boss is a funny person, meaning they have a good sense of humor; Your boss is a funny person, meaning they are not serious or important.']	1
Your chief is a humorous person.	True	['Your chief of staff is a humorous person.', 'Your chief (leader or head) is a humorous person.']	0
Your boss is a happy man.	True	"[""Your boss is a happy man, referring to your boss's emotional state; Your boss is a happy man, referring to your boss's occupation or career.""]"	0
Your rainbow is a funny man.	True	['Your rainbow is a humorous natural phenomenon, and a man named Funny is associated with it.', 'Your rainbow is a person, and that person is named Funny and is known for being humorous.']	0
Your boss is a five man.	True	['Your boss is a five-man team', 'Your boss is a person who is five men tall']	0
Your boss is a bunny van.	True	['Your boss is a bunny (a person who is a rabbit) van (a vehicle)', 'Your boss is a bunny van (a vehicle that is a company or organization)']	0
The speaker is at the front of the room.	True	['The speaker is physically located at the front of the room, The speaker is leading a discussion or presentation at the front of the room.']	1
At the front of the room is the speaker.	True	['At the front of the room is the speaker, referring to the physical location of the speaker in the room; At the front of the room is the speaker, referring to the speaker being the person who is speaking.']	1
Of the room is the speaker at the front.	True	"[""Of the room is the speaker at the front, meaning the speaker is located in the front of the room; Of the room is the speaker, meaning the speaker is describing the room, and the phrase 'of the room' is modifying the speaker.""]"	0
The speaker is in front of the broom.	True	['The speaker is standing in front of a broom, The speaker is holding a broom in front of them.']	1
The reader is at the front of the room.	True	['The reader is standing at the front of the room, The reader is reading a book or document located at the front of the room.']	0
The speaker is at the front of the coomb.	True	['The speaker is at the front of a comb, The speaker is at the front of a comb of bees.']	1
The reader is at the front of the bloom.	True	['The reader is at the front of the book, The reader is at the front of the flower or plant that is blooming.']	1
